ID,BackToBack,Home,Team1OffenseRanking,Team1DefenseRanking,Team2OffenseRanking,Team2DefenseRanking,Team1LastNRecord,Team2LastNRecord,ConsensusSpread,ConsensusTotal,AgainstTheSpread,AgainstTheTotal
12-11-2016 => GSW @ MIN,10.00,-10.00,9.13,6.45,4.43,3.77,0.80,0.30,7.85,9.33,3.57,4.29
12-11-2016 => MIN vs GSW,-10.00,10.00,4.43,3.77,9.13,6.45,0.30,0.80,2.15,9.33,6.43,4.29
12-11-2016 => NOP @ PHO,10.00,-10.00,3.06,4.52,3.57,3.64,0.20,0.30,4.43,8.92,7.14,10.00
12-11-2016 => PHO vs NOP,-10.00,10.00,3.57,3.64,3.06,4.52,0.30,0.20,5.57,8.92,2.86,10.00
12-11-2016 => NYK @ LAL,-10.00,-10.00,5.88,3.82,1.26,3.95,0.70,0.20,5.71,8.96,7.50,9.64
12-11-2016 => LAL vs NYK,-10.00,10.00,1.26,3.95,5.88,3.82,0.20,0.70,4.29,8.96,2.50,9.64
12-12-2016 => CHA @ IND,-10.00,-10.00,4.55,7.32,5.72,5.35,0.60,0.60,5.43,8.61,0.01,3.39
12-12-2016 => IND vs CHA,-10.00,10.00,5.72,5.35,4.55,7.32,0.60,0.60,4.57,8.61,10.00,3.39
12-12-2016 => MIL @ TOR,-10.00,-10.00,5.76,6.23,8.74,8.29,0.50,0.90,2.72,8.78,0.01,8.39
12-12-2016 => TOR vs MIL,-10.00,10.00,8.74,8.29,5.76,6.23,0.90,0.50,7.28,8.78,10.00,8.39
12-12-2016 => WAS @ MIA,-10.00,-10.00,4.82,5.44,2.75,5.57,0.60,0.30,5.43,8.57,0.01,6.96
12-12-2016 => MIA vs WAS,-10.00,10.00,2.75,5.57,4.82,5.44,0.30,0.60,4.57,8.57,10.00,6.96
12-12-2016 => BKN @ HOU,-10.00,-10.00,4.78,0.01,10.00,4.69,0.20,0.90,1.15,9.48,10.00,8.75
12-12-2016 => HOU vs BKN,-10.00,10.00,10.00,4.69,4.78,0.01,0.90,0.20,8.85,9.48,0.01,8.75
12-12-2016 => DEN @ DAL,-10.00,-10.00,7.25,1.63,0.71,5.35,0.30,0.30,5.71,8.41,0.01,5.18
12-12-2016 => DAL vs DEN,-10.00,10.00,0.71,5.35,7.25,1.63,0.30,0.30,4.29,8.41,10.00,5.18
12-12-2016 => POR @ LAC,-10.00,-10.00,7.88,2.90,5.80,5.00,0.50,0.40,2.15,9.05,10.00,10.00
12-12-2016 => LAC vs POR,-10.00,10.00,5.80,5.00,7.88,2.90,0.40,0.50,7.85,9.05,0.01,10.00
12-12-2016 => LAL @ SAC,10.00,-10.00,2.32,3.55,4.43,5.83,0.20,0.30,2.57,8.94,0.01,1.97
12-12-2016 => SAC vs LAL,-10.00,10.00,4.43,5.83,2.32,3.55,0.30,0.20,7.43,8.94,10.00,1.97
12-13-2016 => MEM @ CLE,-10.00,-10.00,2.35,8.16,8.38,6.65,0.70,0.70,0.86,8.30,3.22,0.72
12-13-2016 => CLE vs MEM,-10.00,10.00,8.38,6.65,2.35,8.16,0.70,0.70,9.14,8.30,6.78,0.72
12-13-2016 => ORL @ ATL,-10.00,-10.00,2.66,6.90,0.01,4.81,0.40,0.20,2.57,8.32,10.00,10.00
12-13-2016 => ATL vs ORL,-10.00,10.00,0.01,4.81,2.66,6.90,0.20,0.40,7.43,8.32,0.01,10.00
12-13-2016 => MIN @ CHI,-10.00,-10.00,4.73,2.76,3.04,7.65,0.20,0.50,3.43,8.57,10.00,0.01
12-13-2016 => CHI vs MIN,-10.00,10.00,3.04,7.65,4.73,2.76,0.50,0.20,6.57,8.57,0.01,0.01
12-13-2016 => GSW @ NOP,-10.00,-10.00,9.23,5.65,3.12,3.81,0.80,0.20,8.14,9.29,0.01,3.93
12-13-2016 => NOP vs GSW,-10.00,10.00,3.12,3.81,9.23,5.65,0.20,0.80,1.86,9.29,10.00,3.93
12-13-2016 => NYK @ PHO,-10.00,-10.00,5.96,4.06,4.19,3.35,0.70,0.30,5.57,9.05,2.15,6.78
12-13-2016 => PHO vs NYK,-10.00,10.00,4.19,3.35,5.96,4.06,0.30,0.70,4.43,9.05,7.85,6.78
12-13-2016 => OKC @ POR,-10.00,-10.00,7.23,4.81,7.54,3.89,0.80,0.50,4.43,9.02,0.01,1.61
12-13-2016 => POR vs OKC,10.00,10.00,7.54,3.89,7.23,4.81,0.50,0.80,5.57,9.02,10.00,1.61
12-14-2016 => TOR @ PHI,-10.00,-10.00,8.65,8.45,0.01,6.65,0.90,0.20,7.28,8.47,5.71,10.00
12-14-2016 => PHI vs TOR,-10.00,10.00,0.01,6.65,8.65,8.45,0.20,0.90,2.72,8.47,4.29,10.00
12-14-2016 => CHA @ WAS,-10.00,-10.00,2.75,7.57,4.14,4.77,0.60,0.50,5.57,8.69,1.43,6.61
12-14-2016 => WAS vs CHA,-10.00,10.00,4.14,4.77,2.75,7.57,0.50,0.60,4.43,8.69,8.57,6.61
12-14-2016 => LAC @ ORL,-10.00,-10.00,4.82,4.56,3.20,5.82,0.40,0.50,7.43,8.69,2.50,8.75
12-14-2016 => ORL vs LAC,10.00,10.00,3.20,5.82,4.82,4.56,0.50,0.40,2.57,8.69,7.50,8.75
12-14-2016 => IND @ MIA,-10.00,-10.00,5.99,5.65,2.43,4.94,0.70,0.30,5.29,8.43,0.01,0.01
12-14-2016 => MIA vs IND,-10.00,10.00,2.43,4.94,5.99,5.65,0.30,0.70,4.71,8.43,10.00,0.01
12-14-2016 => LAL @ BKN,-10.00,-10.00,1.26,3.56,4.96,0.01,0.20,0.20,5.43,9.42,0.01,0.01
12-14-2016 => BKN vs LAL,-10.00,10.00,4.96,0.01,1.26,3.56,0.20,0.20,4.57,9.42,10.00,0.01
12-14-2016 => CLE @ MEM,10.00,-10.00,6.98,6.82,1.26,7.61,0.70,0.70,3.00,7.85,4.29,0.72
12-14-2016 => MEM vs CLE,10.00,10.00,1.26,7.61,6.98,6.82,0.70,0.70,7.00,7.85,5.71,0.72
12-14-2016 => SAC @ HOU,-10.00,-10.00,3.38,6.40,10.00,4.35,0.30,0.90,1.15,8.80,0.01,10.00
12-14-2016 => HOU vs SAC,-10.00,10.00,10.00,4.35,3.38,6.40,0.90,0.30,8.85,8.80,10.00,10.00
12-14-2016 => DET @ DAL,-10.00,-10.00,2.57,9.62,0.09,7.07,0.60,0.40,6.71,7.85,7.85,1.43
12-14-2016 => DAL vs DET,-10.00,10.00,0.09,7.07,2.57,9.62,0.40,0.60,3.29,7.85,2.15,1.43
12-14-2016 => OKC @ UTA,10.00,-10.00,6.48,4.90,4.46,10.00,0.80,0.80,2.86,8.22,0.01,4.64
12-14-2016 => UTA vs OKC,-10.00,10.00,4.46,10.00,6.48,4.90,0.80,0.80,7.14,8.22,10.00,4.64
12-14-2016 => BOS @ SAS,-10.00,-10.00,4.01,6.23,3.47,8.70,0.40,0.80,3.29,8.12,4.29,9.46
12-14-2016 => SAS vs BOS,-10.00,10.00,3.47,8.70,4.01,6.23,0.80,0.40,6.71,8.12,5.71,9.46
12-15-2016 => CHI @ MIL,-10.00,-10.00,1.30,7.83,4.71,5.20,0.50,0.50,5.29,8.53,0.01,4.46
12-15-2016 => MIL vs CHI,-10.00,10.00,4.71,5.20,1.30,7.83,0.50,0.50,4.71,8.53,10.00,4.46
12-15-2016 => IND @ NOP,10.00,-10.00,4.46,5.25,2.13,3.44,0.60,0.20,4.29,8.63,1.79,0.72
12-15-2016 => NOP vs IND,-10.00,10.00,2.13,3.44,4.46,5.25,0.20,0.60,5.71,8.63,8.21,0.72
12-15-2016 => POR @ DEN,-10.00,-10.00,6.50,3.67,4.71,2.13,0.50,0.30,4.29,9.15,0.01,10.00
12-15-2016 => DEN vs POR,-10.00,10.00,4.71,2.13,6.50,3.67,0.30,0.50,5.71,9.15,10.00,10.00
12-15-2016 => SAS @ PHO,10.00,-10.00,3.29,8.55,3.96,1.59,0.80,0.30,7.28,8.74,10.00,0.54
12-15-2016 => PHO vs SAS,-10.00,10.00,3.96,1.59,3.29,8.55,0.30,0.80,2.72,8.74,0.01,0.54
12-15-2016 => NYK @ GSW,-10.00,-10.00,4.92,3.35,8.70,4.07,0.60,0.80,0.01,9.17,8.21,0.01
12-15-2016 => GSW vs NYK,-10.00,10.00,8.70,4.07,4.92,3.35,0.80,0.60,10.00,9.17,1.79,0.01
12-16-2016 => DET @ WAS,-10.00,-10.00,1.96,10.00,4.58,3.53,0.60,0.50,5.43,8.49,0.01,10.00
12-16-2016 => WAS vs DET,-10.00,10.00,4.58,3.53,1.96,10.00,0.50,0.60,4.57,8.49,10.00,10.00
12-16-2016 => BKN @ ORL,-10.00,-10.00,5.12,0.01,3.58,4.93,0.30,0.50,3.00,8.96,5.00,9.28
12-16-2016 => ORL vs BKN,-10.00,10.00,3.58,4.93,5.12,0.01,0.50,0.30,7.00,8.96,5.00,9.28
12-16-2016 => CHA @ BOS,-10.00,-10.00,2.63,6.92,3.75,5.84,0.50,0.40,3.14,8.57,3.93,0.01
12-16-2016 => BOS vs CHA,-10.00,10.00,3.75,5.84,2.63,6.92,0.40,0.50,6.86,8.57,6.07,0.01
12-16-2016 => ATL @ TOR,-10.00,-10.00,0.71,2.63,8.87,7.51,0.20,0.90,3.14,8.86,10.00,10.00
12-16-2016 => TOR vs ATL,-10.00,10.00,8.87,7.51,0.71,2.63,0.90,0.20,6.86,8.86,0.01,10.00
12-16-2016 => MIL @ CHI,10.00,-10.00,5.08,5.57,0.96,6.97,0.60,0.40,3.43,8.43,10.00,0.01
12-16-2016 => CHI vs MIL,10.00,10.00,0.96,6.97,5.08,5.57,0.40,0.60,6.57,8.43,0.01,0.01
12-16-2016 => SAC @ MEM,-10.00,-10.00,3.00,5.29,0.59,8.28,0.30,0.70,3.57,7.99,10.00,3.04
12-16-2016 => MEM vs SAC,-10.00,10.00,0.59,8.28,3.00,5.29,0.70,0.30,6.43,7.99,0.01,3.04
12-16-2016 => NOP @ HOU,10.00,-10.00,2.04,4.53,10.00,4.03,0.30,0.90,1.57,9.27,0.01,4.11
12-16-2016 => HOU vs NOP,-10.00,10.00,10.00,4.03,2.04,4.53,0.90,0.30,8.43,9.27,10.00,4.11
12-16-2016 => LAL @ PHI,-10.00,-10.00,0.80,2.31,1.17,5.43,0.10,0.20,4.71,8.69,10.00,0.01
12-16-2016 => PHI vs LAL,-10.00,10.00,1.17,5.43,0.80,2.31,0.20,0.10,5.29,8.69,0.01,0.01
12-16-2016 => LAC @ MIA,-10.00,-10.00,5.25,3.98,1.88,5.34,0.50,0.40,7.14,8.51,2.50,2.86
12-16-2016 => MIA vs LAC,-10.00,10.00,1.88,5.34,5.25,3.98,0.40,0.50,2.86,8.51,7.50,2.86
12-16-2016 => DAL @ UTA,-10.00,-10.00,0.01,8.19,4.83,8.91,0.40,0.80,1.86,7.68,10.00,10.00
12-16-2016 => UTA vs DAL,-10.00,10.00,4.83,8.91,0.01,8.19,0.80,0.40,8.14,7.68,0.01,10.00
12-17-2016 => PHO @ OKC,-10.00,-10.00,4.69,1.27,4.78,5.66,0.30,0.70,3.14,8.90,0.36,4.82
12-17-2016 => OKC vs PHO,-10.00,10.00,4.78,5.66,4.69,1.27,0.70,0.30,6.86,8.90,9.64,4.82
12-17-2016 => IND @ DET,-10.00,-10.00,3.96,5.41,3.27,10.00,0.50,0.60,3.72,8.28,10.00,3.04
12-17-2016 => DET vs IND,10.00,10.00,3.27,10.00,3.96,5.41,0.60,0.50,6.28,8.28,0.01,3.04
12-17-2016 => CHA @ ATL,10.00,-10.00,2.45,6.92,3.55,1.56,0.40,0.30,4.29,8.61,10.00,4.11
12-17-2016 => ATL vs CHA,10.00,10.00,3.55,1.56,2.45,6.92,0.30,0.40,5.71,8.61,0.01,4.11
12-17-2016 => LAL @ CLE,10.00,-10.00,1.80,3.27,5.22,6.78,0.20,0.60,0.58,9.07,8.21,7.68
12-17-2016 => CLE vs LAL,-10.00,10.00,5.22,6.78,1.80,3.27,0.60,0.20,9.42,9.07,1.79,7.68
12-17-2016 => HOU @ MIN,10.00,-10.00,10.00,5.02,4.16,1.76,0.90,0.20,5.71,9.11,4.64,4.82
12-17-2016 => MIN vs HOU,-10.00,10.00,4.16,1.76,10.00,5.02,0.20,0.90,4.29,9.11,5.36,4.82
12-17-2016 => NYK @ DEN,-10.00,-10.00,4.86,3.81,5.27,2.88,0.60,0.40,3.86,8.88,0.01,10.00
12-17-2016 => DEN vs NYK,-10.00,10.00,5.27,2.88,4.86,3.81,0.40,0.60,6.14,8.88,10.00,10.00
12-17-2016 => POR @ GSW,-10.00,-10.00,6.94,2.59,8.57,4.98,0.40,0.80,1.00,9.69,0.01,1.61
12-17-2016 => GSW vs POR,-10.00,10.00,8.57,4.98,6.94,2.59,0.80,0.40,9.00,9.69,10.00,1.61
12-18-2016 => LAC @ WAS,-10.00,-10.00,5.65,4.90,5.69,4.10,0.60,0.60,6.57,8.78,0.01,10.00
12-18-2016 => WAS vs LAC,-10.00,10.00,5.69,4.10,5.65,4.90,0.60,0.60,3.43,8.78,10.00,10.00
12-18-2016 => SAC @ DAL,-10.00,-10.00,3.02,7.10,0.87,7.95,0.40,0.30,5.29,8.01,0.01,0.01
12-18-2016 => DAL vs SAC,-10.00,10.00,0.87,7.95,3.02,7.10,0.30,0.40,4.71,8.01,10.00,0.01
12-18-2016 => UTA @ MEM,-10.00,-10.00,5.37,8.25,1.34,9.55,0.80,0.70,5.43,7.66,10.00,0.01
12-18-2016 => MEM vs UTA,-10.00,10.00,1.34,9.55,5.37,8.25,0.70,0.80,4.57,7.66,0.01,0.01
12-18-2016 => BKN @ PHI,-10.00,-10.00,5.88,0.01,1.61,6.25,0.30,0.20,4.57,8.90,5.36,4.82
12-18-2016 => PHI vs BKN,-10.00,10.00,1.61,6.25,5.88,0.01,0.20,0.30,5.43,8.90,4.64,4.82
12-18-2016 => TOR @ ORL,-10.00,-10.00,9.49,7.00,4.78,4.05,0.80,0.50,6.57,8.76,10.00,0.01
12-18-2016 => ORL vs TOR,-10.00,10.00,4.78,4.05,9.49,7.00,0.50,0.80,3.43,8.76,0.01,0.01
12-18-2016 => BOS @ MIA,-10.00,-10.00,3.77,7.50,2.04,6.40,0.50,0.40,6.28,8.36,8.92,4.11
12-18-2016 => MIA vs BOS,-10.00,10.00,2.04,6.40,3.77,7.50,0.40,0.50,3.72,8.36,1.08,4.11
12-18-2016 => NOP @ SAS,-10.00,-10.00,3.18,3.45,3.53,10.00,0.30,0.80,1.57,8.57,4.29,6.96
12-18-2016 => SAS vs NOP,-10.00,10.00,3.53,10.00,3.18,3.45,0.80,0.30,8.43,8.57,5.71,6.96
12-19-2016 => WAS @ IND,10.00,-10.00,6.31,2.61,4.35,3.70,0.60,0.50,3.57,8.72,7.14,5.36
12-19-2016 => IND vs WAS,-10.00,10.00,4.35,3.70,6.31,2.61,0.50,0.60,6.43,8.72,2.86,5.36
12-19-2016 => DET @ CHI,-10.00,-10.00,2.28,8.17,0.01,6.30,0.50,0.30,4.29,8.14,0.01,4.29
12-19-2016 => CHI vs DET,-10.00,10.00,0.01,6.30,2.28,8.17,0.30,0.50,5.71,8.14,10.00,4.29
12-19-2016 => ATL @ OKC,-10.00,-10.00,3.61,1.10,3.88,6.12,0.30,0.70,4.14,8.74,8.57,7.32
12-19-2016 => OKC vs ATL,-10.00,10.00,3.88,6.12,3.61,1.10,0.70,0.30,5.86,8.74,1.43,7.32
12-19-2016 => PHO @ MIN,-10.00,-10.00,5.14,0.01,4.28,1.37,0.30,0.20,3.29,8.86,4.29,8.03
12-19-2016 => MIN vs PHO,-10.00,10.00,4.28,1.37,5.14,0.01,0.20,0.30,6.71,8.86,5.71,8.03
12-19-2016 => DAL @ DEN,10.00,-10.00,1.34,7.49,5.33,2.24,0.40,0.40,2.72,8.55,3.57,10.00
12-19-2016 => DEN vs DAL,-10.00,10.00,5.33,2.24,1.34,7.49,0.40,0.40,7.28,8.55,6.43,10.00
12-20-2016 => NOP @ PHI,-10.00,-10.00,2.93,1.40,1.54,5.39,0.20,0.30,6.00,8.51,10.00,3.22
12-20-2016 => PHI vs NOP,-10.00,10.00,1.54,5.39,2.93,1.40,0.30,0.20,4.00,8.51,0.01,3.22
12-20-2016 => LAL @ CHA,-10.00,-10.00,2.14,1.12,3.01,6.56,0.10,0.50,2.57,8.78,8.21,10.00
12-20-2016 => CHA vs LAL,-10.00,10.00,3.01,6.56,2.14,1.12,0.50,0.10,7.43,8.78,1.79,10.00
12-20-2016 => BKN @ TOR,-10.00,-10.00,5.93,0.01,8.97,6.60,0.30,0.80,0.58,9.27,7.50,3.39
12-20-2016 => TOR vs BKN,-10.00,10.00,8.97,6.60,5.93,0.01,0.80,0.30,9.42,9.27,2.50,3.39
12-20-2016 => IND @ NYK,10.00,-10.00,4.23,4.79,5.06,2.28,0.60,0.60,3.72,8.69,3.22,10.00
12-20-2016 => NYK vs IND,-10.00,10.00,5.06,2.28,4.23,4.79,0.60,0.60,6.28,8.69,6.78,10.00
12-20-2016 => ORL @ MIA,-10.00,-10.00,4.15,2.47,1.54,4.98,0.50,0.30,4.00,8.22,10.00,10.00
12-20-2016 => MIA vs ORL,-10.00,10.00,1.54,4.98,4.15,2.47,0.30,0.50,6.00,8.22,0.01,10.00
12-20-2016 => CLE @ MIL,-10.00,-10.00,5.26,5.81,4.90,6.32,0.60,0.60,5.86,8.78,7.14,8.39
12-20-2016 => MIL vs CLE,-10.00,10.00,4.90,6.32,5.26,5.81,0.60,0.60,4.14,8.78,2.86,8.39
12-20-2016 => BOS @ MEM,-10.00,-10.00,3.44,6.74,0.01,10.00,0.50,0.70,5.71,8.03,5.36,10.00
12-20-2016 => MEM vs BOS,-10.00,10.00,0.01,10.00,3.44,6.74,0.70,0.50,4.29,8.03,4.64,10.00
12-20-2016 => SAS @ HOU,-10.00,-10.00,3.52,8.65,10.00,4.65,0.80,1.00,4.71,8.82,7.14,0.90
12-20-2016 => HOU vs SAS,-10.00,10.00,10.00,4.65,3.52,8.65,1.00,0.80,5.29,8.82,2.86,0.90
12-20-2016 => DEN @ LAC,10.00,-10.00,6.05,2.05,7.19,2.70,0.50,0.60,2.72,9.00,0.01,6.07
12-20-2016 => LAC vs DEN,-10.00,10.00,7.19,2.70,6.05,2.05,0.60,0.50,7.28,9.00,10.00,6.07
12-20-2016 => UTA @ GSW,-10.00,-10.00,4.15,8.42,9.40,4.56,0.80,0.80,1.43,8.69,0.01,0.01
12-20-2016 => GSW vs UTA,-10.00,10.00,9.40,4.56,4.15,8.42,0.80,0.80,8.57,8.69,10.00,0.01
12-20-2016 => POR @ SAC,-10.00,-10.00,5.69,1.58,1.27,6.23,0.40,0.30,5.29,9.00,0.72,10.00
12-20-2016 => SAC vs POR,-10.00,10.00,1.27,6.23,5.69,1.58,0.30,0.40,4.71,9.00,9.28,10.00
12-21-2016 => MIL @ CLE,10.00,-10.00,4.78,6.22,6.31,6.83,0.50,0.70,3.14,8.53,1.79,8.03
12-21-2016 => CLE vs MIL,10.00,10.00,6.31,6.83,4.78,6.22,0.70,0.50,6.86,8.53,8.21,8.03
12-21-2016 => MIN @ ATL,-10.00,-10.00,5.02,1.48,4.12,0.82,0.30,0.40,3.86,8.92,10.00,0.01
12-21-2016 => ATL vs MIN,-10.00,10.00,4.12,0.82,5.02,1.48,0.40,0.30,6.14,8.92,0.01,0.01
12-21-2016 => MEM @ DET,10.00,-10.00,0.01,10.00,0.15,8.92,0.60,0.40,3.29,7.79,10.00,3.39
12-21-2016 => DET vs MEM,-10.00,10.00,0.15,8.92,0.01,10.00,0.40,0.60,6.71,7.79,0.01,3.39
12-21-2016 => WAS @ CHI,-10.00,-10.00,6.46,3.62,0.34,7.50,0.60,0.40,3.86,8.65,10.00,3.04
12-21-2016 => CHI vs WAS,-10.00,10.00,0.34,7.50,6.46,3.62,0.40,0.60,6.14,8.65,0.01,3.04
12-21-2016 => OKC @ NOP,-10.00,-10.00,4.07,5.46,3.45,2.55,0.60,0.30,5.57,8.63,10.00,10.00
12-21-2016 => NOP vs OKC,10.00,10.00,3.45,2.55,4.07,5.46,0.30,0.60,4.43,8.63,0.01,10.00
12-21-2016 => SAC @ UTA,10.00,-10.00,2.35,5.76,2.16,9.03,0.40,0.70,2.72,7.99,10.00,2.68
12-21-2016 => UTA vs SAC,10.00,10.00,2.16,9.03,2.35,5.76,0.70,0.40,7.28,7.99,0.01,2.68
12-21-2016 => HOU @ PHO,10.00,-10.00,9.90,6.33,5.22,0.01,0.90,0.30,6.71,9.40,10.00,8.03
12-21-2016 => PHO vs HOU,-10.00,10.00,5.22,0.01,9.90,6.33,0.30,0.90,3.29,9.40,0.01,8.03
12-21-2016 => DAL @ POR,-10.00,-10.00,1.82,7.09,5.74,0.82,0.40,0.30,3.29,8.67,10.00,0.01
12-21-2016 => POR vs DAL,10.00,10.00,5.74,0.82,1.82,7.09,0.30,0.40,6.71,8.67,0.01,0.01
12-22-2016 => BOS @ IND,-10.00,-10.00,4.27,7.63,5.19,4.56,0.60,0.50,5.29,8.63,9.28,5.71
12-22-2016 => IND vs BOS,-10.00,10.00,5.19,4.56,4.27,7.63,0.50,0.60,4.71,8.63,0.72,5.71
12-22-2016 => GSW @ BKN,-10.00,-10.00,9.66,7.59,6.02,1.01,0.90,0.20,8.85,9.54,6.78,0.36
12-22-2016 => BKN vs GSW,-10.00,10.00,6.02,1.01,9.66,7.59,0.20,0.90,1.15,9.54,3.22,0.36
12-22-2016 => ORL @ NYK,-10.00,-10.00,6.39,1.23,6.55,2.59,0.50,0.60,3.86,8.69,0.01,1.61
12-22-2016 => NYK vs ORL,-10.00,10.00,6.55,2.59,6.39,1.23,0.60,0.50,6.14,8.69,10.00,1.61
12-22-2016 => LAL @ MIA,-10.00,-10.00,4.36,1.63,3.16,4.30,0.10,0.20,3.29,8.74,3.57,8.75
12-22-2016 => MIA vs LAL,-10.00,10.00,3.16,4.30,4.36,1.63,0.20,0.10,6.71,8.74,6.43,8.75
12-22-2016 => SAS @ LAC,-10.00,-10.00,5.23,8.68,8.17,4.39,0.90,0.70,5.57,8.49,0.01,5.54
12-22-2016 => LAC vs SAS,-10.00,10.00,8.17,4.39,5.23,8.68,0.70,0.90,4.43,8.49,10.00,5.54
12-23-2016 => CHI @ CHA,-10.00,-10.00,1.04,7.15,4.73,5.79,0.30,0.50,3.72,8.47,0.01,1.08
12-23-2016 => CHA vs CHI,-10.00,10.00,4.73,5.79,1.04,7.15,0.50,0.30,6.28,8.47,10.00,1.08
12-23-2016 => LAL @ ORL,10.00,-10.00,4.65,1.10,6.26,0.62,0.10,0.40,3.72,8.65,0.01,1.25
12-23-2016 => ORL vs LAL,10.00,10.00,6.26,0.62,4.65,1.10,0.40,0.10,6.28,8.65,10.00,1.25
12-23-2016 => BKN @ CLE,10.00,-10.00,6.35,0.75,7.59,7.15,0.20,0.80,0.29,9.31,2.50,2.32
12-23-2016 => CLE vs BKN,-10.00,10.00,7.59,7.15,6.35,0.75,0.80,0.20,9.71,9.31,7.50,2.32
12-23-2016 => OKC @ BOS,-10.00,-10.00,5.23,5.18,4.77,7.19,0.60,0.60,3.43,8.74,10.00,10.00
12-23-2016 => BOS vs OKC,10.00,10.00,4.77,7.19,5.23,5.18,0.60,0.60,6.57,8.74,0.01,10.00
12-23-2016 => GSW @ DET,10.00,-10.00,8.79,7.94,0.01,7.89,0.90,0.30,7.14,8.86,3.93,10.00
12-23-2016 => DET vs GSW,-10.00,10.00,0.01,7.89,8.79,7.94,0.30,0.90,2.86,8.86,6.07,10.00
12-23-2016 => WAS @ MIL,-10.00,-10.00,7.01,4.34,5.10,5.26,0.70,0.40,4.00,8.86,0.01,6.61
12-23-2016 => MIL vs WAS,-10.00,10.00,5.10,5.26,7.01,4.34,0.40,0.70,6.00,8.86,10.00,6.61
12-23-2016 => HOU @ MEM,-10.00,-10.00,9.79,6.18,1.12,10.00,0.90,0.60,6.00,8.49,0.01,10.00
12-23-2016 => MEM vs HOU,-10.00,10.00,1.12,10.00,9.79,6.18,0.60,0.90,4.00,8.49,10.00,10.00
12-23-2016 => MIA @ NOP,10.00,-10.00,4.11,3.95,5.06,2.11,0.30,0.30,3.72,8.51,5.36,0.01
12-23-2016 => NOP vs MIA,-10.00,10.00,5.06,2.11,4.11,3.95,0.30,0.30,6.28,8.51,4.64,0.01
12-23-2016 => SAC @ MIN,-10.00,-10.00,3.45,5.92,5.19,3.03,0.50,0.40,3.57,8.53,10.00,7.68
12-23-2016 => MIN vs SAC,-10.00,10.00,5.19,3.03,3.45,5.92,0.40,0.50,6.43,8.53,0.01,7.68
12-23-2016 => ATL @ DEN,-10.00,-10.00,3.94,2.24,6.76,3.07,0.40,0.50,3.43,8.96,9.64,5.00
12-23-2016 => DEN vs ATL,-10.00,10.00,6.76,3.07,3.94,2.24,0.50,0.40,6.57,8.96,0.36,5.00
12-23-2016 => TOR @ UTA,-10.00,-10.00,10.00,7.02,2.49,9.29,0.80,0.70,5.29,8.20,8.57,6.25
12-23-2016 => UTA vs TOR,-10.00,10.00,2.49,9.29,10.00,7.02,0.70,0.80,4.71,8.20,1.43,6.25
12-23-2016 => PHI @ PHO,-10.00,-10.00,2.28,6.45,5.93,0.01,0.30,0.20,3.29,8.78,4.29,10.00
12-23-2016 => PHO vs PHI,-10.00,10.00,5.93,0.01,2.28,6.45,0.20,0.30,6.71,8.78,5.71,10.00
12-23-2016 => SAS @ POR,10.00,-10.00,5.52,7.85,6.14,1.32,0.80,0.20,5.57,8.74,10.00,0.90
12-23-2016 => POR vs SAS,-10.00,10.00,6.14,1.32,5.52,7.85,0.20,0.80,4.43,8.74,0.01,0.90
12-23-2016 => DAL @ LAC,-10.00,-10.00,2.45,6.31,7.88,4.08,0.40,0.70,3.86,8.03,9.28,0.01
12-23-2016 => LAC vs DAL,10.00,10.00,7.88,4.08,2.45,6.31,0.70,0.40,6.14,8.03,0.72,0.01
12-24-2016 => BOS @ NYK,10.00,-10.00,4.56,6.59,5.76,3.14,0.50,0.60,5.71,8.69,6.78,10.00
12-24-2016 => NYK vs BOS,-10.00,10.00,5.76,3.14,4.56,6.59,0.60,0.50,4.29,8.69,3.22,10.00
12-24-2016 => GSW @ CLE,10.00,-10.00,7.74,7.56,8.11,7.60,0.90,0.90,6.00,9.07,1.79,4.11
12-24-2016 => CLE vs GSW,10.00,10.00,8.11,7.60,7.74,7.56,0.90,0.90,4.00,9.07,8.21,4.11
12-24-2016 => CHI @ SAS,10.00,-10.00,0.60,7.23,5.30,8.48,0.30,0.80,2.57,8.22,0.01,10.00
12-24-2016 => SAS vs CHI,10.00,10.00,5.30,8.48,0.60,7.23,0.80,0.30,7.43,8.22,10.00,10.00
12-24-2016 => MIN @ OKC,10.00,-10.00,4.38,3.14,4.42,5.12,0.40,0.60,3.86,8.76,0.01,5.00
12-24-2016 => OKC vs MIN,10.00,10.00,4.42,5.12,4.38,3.14,0.60,0.40,6.14,8.76,10.00,5.00
12-24-2016 => LAC @ LAL,10.00,-10.00,6.59,4.10,3.69,0.60,0.60,0.10,5.71,8.65,0.01,6.25
12-24-2016 => LAL vs LAC,10.00,10.00,3.69,0.60,6.59,4.10,0.10,0.60,4.29,8.65,10.00,6.25
12-25-2016 => BOS @ NYK,10.00,-10.00,5.16,6.27,6.13,2.17,0.60,0.50,5.71,8.69,6.78,10.00
12-25-2016 => NYK vs BOS,10.00,10.00,6.13,2.17,5.16,6.27,0.50,0.60,4.29,8.69,3.22,10.00
12-25-2016 => GSW @ CLE,10.00,-10.00,7.42,7.05,7.79,7.79,0.80,0.90,6.00,9.07,1.79,4.11
12-25-2016 => CLE vs GSW,10.00,10.00,7.79,7.79,7.42,7.05,0.90,0.80,4.00,9.07,8.21,4.11
